G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
8,0.722,0.3,62.8,0,0,0,2,4,0,1,0,4,1,20,2700,0,0.222,9,8,0.125,2,1,0,0
4,0.5,0.239,29.7,0,0,0,0,1,0,0,0,2,1,13,2400,0,0.25,4,4,0.25,1,0,0,0
4,0.644,0.278,71.7,0,0,0,1,4,0,1,0,6,1,21,2700,0,0.2,10,9,0.111,3,1,0,0
4,0.644,0.278,71.7,0,0,0,1,4,0,1,0,6,1,21,3000,0,0.2,10,9,0.111,3,1,0,0
13,0.347,0.18,-7.3,0,2,1,3,2,0,1,1,7,2,21,2700,0,0.222,19,16,0.125,0,0,0,1
13,0.347,0.18,-7.3,0,2,1,3,2,0,1,1,7,2,21,3000,0,0.222,19,16,0.125,0,0,0,1
6,0.5,0.239,29.0,0,0,0,0,1,0,0,0,0,1,13,2500,0,0.25,4,4,0.25,0,0,0,0
11,0.583,0.293,56.3,0,0,0,2,2,0,1,0,5,2,16,3000,0,0.333,9,8,0.25,0,0,0,0
10,0.602,0.257,48.5,1,1,0,4,4,0,3,1,8,1,17,5500,0,0.294,17,13,0.077,2,1,0,0
5,0.0,0.0,-130.4,0,0,0,0,0,0,0,0,0,0,12,2600,0,0.0,1,1,0.0,0,0,0,0
31,0.677,0.316,71.0,0,0,1,5,26,1,11,0,14,17,16,4000,5,0.326,86,74,0.23,6,1,1,0
2,0.0,0.0,-128.5,0,0,0,0,0,1,0,0,0,0,12,28000,0,0.0,1,1,0.0,0,0,0,0
4,0.571,0.268,45.9,0,0,0,0,2,0,0,0,2,2,14,2400,0,0.286,7,7,0.286,1,0,0,0
5,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,0,0,20,2700,0,0.0,1,1,0.0,0,0,0,0
11,0.539,0.251,48.7,0,0,0,2,8,0,0,0,5,6,12,2400,2,0.231,26,26,0.231,3,0,0,0
4,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,3200,0,0.0,1,1,0.0,0,0,0,0
1,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,4000,0,0.0,1,1,0.0,0,0,0,0
4,0.625,0.276,46.7,0,0,0,1,3,0,0,0,4,2,14,2400,1,0.25,8,8,0.25,0,0,0,0
69,0.689,0.305,71.8,0,1,1,14,66,2,18,3,57,47,18,6600,10,0.33,212,184,0.255,31,3,1,6
2,0.0,0.0,-126.5,0,0,0,0,0,0,0,0,0,0,11,2800,0,0.0,1,1,0.0,0,0,0,0
1,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,3000,0,0.0,1,1,0.0,0,0,0,0
4,0.6,0.254,35.3,0,0,0,0,2,0,0,0,0,1,15,2700,1,0.2,5,5,0.2,0,0,0,0
1,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,0,0,20,2700,0,0.0,1,1,0.0,0,0,0,0
1,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,2800,0,0.0,1,1,0.0,0,0,0,0
1,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,2700,0,0.0,1,1,0.0,0,0,0,0
11,0.583,0.259,40.6,0,0,0,0,2,1,0,1,1,2,18,3000,0,0.333,10,8,0.25,1,0,0,1
1,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,0,0,20,50000,0,0.0,1,1,0.0,0,0,0,0
2,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,2700,0,0.0,1,1,0.0,0,0,0,0
3,0.4,0.191,6.2,0,0,0,1,1,0,0,0,1,1,12,6600,0,0.2,5,5,0.2,0,0,0,0
1,0.0,0.0,-130.7,0,0,0,0,0,0,0,0,0,0,18,3000,0,0.0,1,1,0.0,0,0,0,0
80,0.665,0.315,79.0,0,3,2,17,15,0,4,1,12,13,17,3600,2,0.346,52,47,0.277,2,0,0,0
3,0.0,0.0,-132.7,0,0,0,1,0,0,0,0,1,0,17,3300,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,0,0,16,2700,0,0.0,1,1,0.0,0,0,0,0
9,0.583,0.262,38.2,0,0,0,1,4,0,0,0,5,3,15,2700,1,0.25,12,12,0.25,0,0,0,0
109,0.603,0.275,46.1,0,0,1,28,90,9,12,4,47,77,14,8000,13,0.297,322,294,0.262,23,0,3,9
1,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,3000,0,0.0,1,1,0.0,0,0,0,0
2,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,30000,0,0.0,1,1,0.0,0,0,0,0
2,0.0,0.0,-130.7,0,0,0,0,0,0,0,0,0,0,18,3000,0,0.0,1,1,0.0,0,0,0,0
1,0.0,0.0,-133.8,0,0,0,0,0,1,0,0,0,0,16,2900,0,0.0,1,1,0.0,0,0,0,0
30,0.65,0.293,63.1,0,1,0,7,10,2,7,0,8,9,17,3500,1,0.372,47,36,0.25,2,0,0,4
112,0.61,0.299,71.9,0,2,2,24,59,4,27,0,56,54,21,12000,5,0.333,246,213,0.254,25,0,3,3
1,0.0,0.0,-132.7,0,0,0,0,0,0,0,0,0,0,17,3000,0,0.0,1,1,0.0,0,0,0,0
4,0.6,0.248,32.9,0,0,0,0,2,0,0,0,2,1,18,3000,1,0.2,5,5,0.2,0,0,0,0
4,0.6,0.248,32.9,0,0,0,0,2,0,0,0,2,1,18,2700,1,0.2,5,5,0.2,0,0,0,0
52,0.65,0.306,72.1,0,1,1,13,21,4,9,2,8,11,21,3200,1,0.306,73,61,0.18,4,3,0,1
3,0.0,0.0,-132.7,0,0,0,1,0,0,0,0,0,0,17,3200,0,0.0,1,1,0.0,0,0,0,0
23,0.0,0.0,-134.8,0,6,2,8,0,0,0,0,0,0,14,4200,0,0.0,2,2,0.0,0,0,0,0
46,0.716,0.314,76.3,1,1,0,12,38,2,13,0,27,25,18,15000,7,0.336,115,100,0.25,16,2,0,2
4,0.0,0.0,-130.7,0,0,0,1,0,0,0,0,0,0,18,3200,0,0.0,1,1,0.0,0,0,0,0
7,0.0,0.0,-132.7,0,1,0,1,0,0,0,0,0,0,17,2900,0,0.0,2,2,0.0,0,0,0,0
7,0.476,0.267,49.3,0,0,0,1,1,0,2,0,5,1,20,2700,0,0.333,9,7,0.143,0,0,0,0
5,0.452,0.242,32.1,0,0,0,0,1,0,1,0,2,1,13,2400,0,0.286,7,6,0.167,1,0,0,0
5,0.25,0.19,-8.4,0,0,0,0,0,0,0,1,2,0,15,2900,0,0.25,4,3,0.0,0,0,0,0
11,0.576,0.283,59.1,1,1,0,4,8,0,6,0,6,7,21,3000,1,0.333,39,33,0.212,0,0,0,0
14,0.425,0.239,40.1,0,0,0,1,1,0,2,0,3,1,12,2400,0,0.3,10,8,0.125,0,0,0,0
33,0.657,0.309,67.1,0,0,0,14,22,0,12,0,10,15,16,5500,1,0.333,82,68,0.221,10,2,1,1
32,0.674,0.31,82.8,0,0,0,7,29,2,10,0,29,14,11,2400,3,0.282,85,74,0.189,11,4,1,0
32,0.581,0.296,57.1,0,3,1,7,11,3,10,1,14,11,16,3200,0,0.361,63,50,0.22,2,0,0,2
87,0.598,0.281,57.0,0,1,0,22,36,4,15,2,33,25,20,12500,8,0.3,142,121,0.207,12,1,2,2
12,0.461,0.218,25.5,0,0,0,2,4,0,0,1,4,4,12,8000,0,0.25,21,19,0.211,1,0,0,1
114,0.583,0.267,53.0,0,10,6,42,83,1,27,1,51,70,11,11000,11,0.303,345,296,0.236,16,0,0,21
93,0.621,0.279,46.8,0,4,2,32,68,1,8,1,44,55,14,2400,9,0.294,224,208,0.264,14,0,1,6
31,0.69,0.313,75.5,0,0,0,8,22,0,6,1,20,15,17,3000,1,0.324,68,60,0.25,11,2,1,0
3,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,1,0,20,2800,0,0.0,2,2,0.0,0,0,0,0
1,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,3200,0,0.0,2,2,0.0,0,0,0,0
55,0.522,0.244,42.8,1,1,0,13,23,1,11,0,22,17,12,3100,3,0.272,107,92,0.185,6,1,0,4
7,0.2,0.149,-38.3,0,0,0,0,0,0,1,0,1,0,14,5500,0,0.2,5,4,0.0,0,0,0,0
24,0.425,0.241,31.2,0,1,0,12,1,0,2,0,1,1,20,3500,0,0.3,10,8,0.125,2,0,0,0
17,0.0,0.0,-133.8,0,0,0,3,0,0,0,0,1,0,16,2700,0,0.0,2,2,0.0,0,0,0,0
2,0.2,0.12,-40.4,0,1,0,1,0,0,1,0,1,0,12,3700,0,0.2,6,4,0.0,0,0,0,1
1,0.0,0.0,-131.4,0,0,0,0,0,0,0,0,1,0,13,2800,0,0.0,2,2,0.0,0,0,0,0
5,0.0,0.0,-130.1,0,0,0,0,0,0,0,0,0,0,11,2400,0,0.0,2,2,0.0,0,0,0,0
5,0.5,0.23,20.5,0,0,0,1,2,0,0,0,3,2,18,3000,0,0.25,8,8,0.25,1,0,0,0
46,0.543,0.263,57.1,0,8,3,14,19,1,6,1,13,17,12,2600,2,0.289,84,75,0.227,5,0,1,1
13,0.633,0.28,63.7,0,0,0,5,16,2,2,0,17,8,21,2700,2,0.233,43,40,0.2,5,2,1,0
35,0.437,0.227,23.0,0,0,0,4,2,1,3,0,3,2,20,5500,0,0.294,18,14,0.143,4,0,0,1
35,0.437,0.227,23.0,0,0,0,4,2,1,3,0,3,2,20,5600,0,0.294,18,14,0.143,4,0,0,1
4,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,2,0,20,5500,0,0.0,3,3,0.0,0,0,0,0
4,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,2,0,20,5600,0,0.0,3,3,0.0,0,0,0,0
8,0.286,0.135,-37.9,0,0,0,3,2,0,0,0,4,2,20,5500,0,0.143,14,14,0.143,0,0,0,0
8,0.286,0.135,-37.9,0,0,0,3,2,0,0,0,4,2,20,5600,0,0.143,14,14,0.143,0,0,0,0
2,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,0,0,21,3400,0,0.0,2,2,0.0,0,0,0,0
26,0.617,0.279,47.5,0,1,0,6,8,0,3,0,9,4,14,2500,1,0.269,26,23,0.174,1,1,0,0
17,0.718,0.324,76.0,0,0,0,5,20,6,2,2,8,15,16,5400,2,0.333,58,52,0.288,9,1,1,1
2,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,1,0,15,2700,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-129.8,0,0,0,0,0,1,0,0,0,0,13,4700,0,0.0,2,2,0.0,0,0,0,0
5,0.0,0.0,-130.7,0,0,0,0,0,0,0,0,0,0,18,2700,0,0.0,2,2,0.0,0,0,0,0
37,0.667,0.285,51.1,0,2,2,11,16,1,1,0,9,14,14,2400,1,0.319,51,46,0.304,3,0,0,4
2,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,0,0,16,2700,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-134.8,0,0,0,0,0,0,0,0,0,0,14,3600,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-134.8,0,0,0,0,0,0,0,0,0,0,14,3500,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-133.7,0,0,0,0,0,0,0,0,0,0,13,2400,0,0.0,2,2,0.0,0,0,0,0
3,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,1,0,21,2700,0,0.0,2,2,0.0,0,0,0,0
1,0.0,0.0,-136.6,0,0,0,0,0,0,0,0,1,0,13,2400,0,0.0,2,2,0.0,0,0,0,0
13,0.5,0.239,31.9,0,0,0,2,1,1,0,0,0,1,21,2900,0,0.25,4,4,0.25,0,0,0,0
13,0.5,0.239,31.9,0,0,0,2,1,1,0,0,0,1,21,3000,0,0.25,4,4,0.25,0,0,0,0
3,0.0,0.0,-134.8,0,0,0,0,0,0,0,0,1,0,14,2700,0,0.0,2,2,0.0,0,0,0,0
70,0.59,0.272,50.4,0,0,1,11,32,3,8,5,35,25,18,50000,4,0.304,128,112,0.223,9,1,0,3
4,0.522,0.24,21.2,0,0,0,0,2,1,1,0,2,2,16,2700,0,0.3,11,9,0.222,1,0,0,1
18,0.414,0.21,20.0,0,4,1,5,4,0,2,0,9,4,12,2800,0,0.24,25,23,0.174,1,0,0,0
2,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,1,0,15,3500,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-136.6,0,0,0,0,0,0,0,0,1,0,13,15000,0,0.0,2,2,0.0,0,0,0,0
4,0.4,0.185,-8.7,0,0,0,1,1,0,0,0,2,1,17,2800,0,0.2,5,5,0.2,0,0,0,0
3,0.0,0.0,-134.8,0,0,0,1,0,0,0,0,0,0,14,3500,0,0.0,2,2,0.0,0,0,0,0
11,0.582,0.327,90.0,0,0,0,3,2,0,3,1,6,2,21,4800,0,0.4,15,11,0.182,0,0,0,0
128,0.629,0.282,55.5,1,5,2,49,103,8,25,13,76,77,17,5500,11,0.313,381,325,0.237,47,5,5,13
12,0.0,0.0,-126.2,0,0,0,2,0,0,0,0,1,0,20,2900,0,0.0,2,2,0.0,0,0,0,0
2,0.0,0.0,-132.7,0,0,0,0,0,0,0,0,1,0,17,2800,0,0.0,2,2,0.0,0,0,0,0
27,0.467,0.202,13.2,0,1,0,3,3,0,1,0,4,1,12,2400,1,0.167,12,10,0.1,2,0,1,0
1,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,1,0,15,2700,0,0.0,2,2,0.0,0,0,0,0
6,0.384,0.221,18.2,0,0,0,2,1,1,2,0,3,1,13,2600,0,0.273,11,9,0.111,0,0,0,0
2,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,2800,0,0.0,2,2,0.0,0,0,0,0
3,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,1,0,15,2700,0,0.0,2,2,0.0,0,0,0,0
7,0.495,0.241,32.1,0,0,0,0,2,1,1,0,1,2,21,2700,0,0.273,11,9,0.222,1,0,1,0
8,0.0,0.0,-130.7,0,0,0,2,0,0,0,0,0,0,18,3600,0,0.0,2,2,0.0,0,0,0,0
117,0.566,0.271,56.9,0,13,10,38,90,10,38,3,68,69,11,16000,13,0.294,382,331,0.208,39,2,2,8
26,0.509,0.25,37.0,0,0,0,4,13,3,6,0,16,9,13,2500,4,0.259,58,52,0.173,3,0,0,0
1,0.0,0.0,-132.7,0,0,0,0,0,0,0,0,1,0,17,3000,0,0.0,2,2,0.0,0,0,0,0
12,0.4,0.188,-8.8,0,0,0,0,1,0,0,0,1,1,14,3500,0,0.2,5,5,0.2,0,0,0,0
15,0.724,0.336,95.9,0,1,0,5,14,1,5,1,9,10,15,3200,1,0.356,45,38,0.263,6,1,1,0
63,0.546,0.245,39.2,0,1,1,11,33,4,7,1,20,21,11,7100,2,0.244,124,109,0.193,9,3,2,5
22,0.495,0.247,27.2,0,0,0,1,4,1,2,1,2,3,16,6800,1,0.273,22,18,0.167,4,0,1,0
1,0.0,0.0,-130.7,0,0,0,0,0,0,0,0,1,0,18,2800,0,0.0,2,2,0.0,0,0,0,0
40,0.754,0.339,99.7,0,0,0,7,31,2,4,2,29,20,15,3700,2,0.329,79,73,0.274,9,3,0,0
124,0.765,0.321,77.8,0,11,2,58,202,13,17,4,108,106,18,11500,15,0.285,446,421,0.252,76,27,3,1
23,0.526,0.228,23.3,0,0,0,0,5,1,0,0,4,5,21,8000,0,0.263,21,19,0.263,2,0,0,2
1,0.4,0.188,-13.9,0,0,0,0,1,1,0,0,3,1,14,2700,0,0.2,5,5,0.2,0,0,0,0
9,0.333,0.159,-18.8,0,0,0,0,1,1,0,0,2,1,11,2400,0,0.167,6,6,0.167,0,0,0,0
9,0.333,0.159,-18.8,0,0,0,0,1,1,0,0,2,1,11,3000,0,0.167,6,6,0.167,0,0,0,0
35,0.602,0.291,69.8,0,0,0,9,15,3,3,2,12,11,11,3000,4,0.296,54,49,0.224,2,0,0,0
44,0.658,0.292,71.2,2,1,1,10,30,2,6,1,20,20,20,4500,1,0.297,91,83,0.241,17,3,1,0
16,0.548,0.246,28.4,0,0,0,1,5,0,1,0,6,3,17,2700,2,0.235,17,16,0.188,2,0,0,0
10,0.333,0.155,-30.7,0,0,0,0,1,0,0,0,3,1,17,3000,0,0.167,6,6,0.167,0,0,0,0
28,0.479,0.259,44.2,0,0,0,6,6,0,6,2,12,5,21,12500,1,0.302,43,34,0.147,2,0,1,0
5,0.393,0.187,-11.1,0,0,0,1,1,0,1,0,1,1,14,3500,0,0.25,9,7,0.143,0,0,0,1
2,0.4,0.189,-13.1,0,0,0,0,1,0,0,0,2,1,16,2800,0,0.2,5,5,0.2,0,0,0,0
8,0.333,0.153,-27.9,0,0,0,0,1,1,0,0,2,1,18,3300,0,0.167,6,6,0.167,0,0,0,0
12,0.437,0.243,34.7,0,0,0,0,2,1,3,0,4,2,21,2700,0,0.294,17,14,0.143,1,0,0,0
47,0.596,0.291,64.3,0,1,0,16,30,1,14,0,28,22,21,3000,2,0.305,118,103,0.214,10,2,1,0
6,0.44,0.23,24.7,0,0,0,2,3,1,1,1,3,3,21,5000,0,0.263,19,17,0.176,0,0,0,0
24,0.561,0.263,36.8,0,0,0,2,6,0,2,1,4,3,16,3000,0,0.261,23,20,0.15,2,1,0,0
3,0.452,0.242,24.4,0,0,0,1,1,1,1,0,1,1,16,3500,0,0.286,7,6,0.167,0,0,0,0
3,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,2900,0,0.0,1,1,0.0,0,0,0,0
2,0.0,0.0,-128.5,0,0,0,0,0,0,0,0,0,0,12,2500,0,0.0,3,3,0.0,0,0,0,0
22,0.671,0.296,69.8,0,0,0,7,20,3,5,0,19,12,18,3000,2,0.293,58,53,0.226,10,2,0,0
19,0.58,0.27,56.2,1,1,1,4,7,0,3,0,7,6,11,2400,1,0.31,29,26,0.231,1,0,0,0
48,0.599,0.271,45.7,0,0,2,9,35,3,5,3,22,27,14,5000,4,0.287,125,112,0.241,10,1,2,3
9,0.685,0.337,92.6,0,0,0,3,7,0,6,2,1,3,20,16000,1,0.367,30,22,0.136,4,1,0,0
5,0.444,0.209,14.4,0,0,0,1,2,0,0,0,3,2,20,7000,0,0.222,9,9,0.222,0,0,0,0
19,0.575,0.267,43.4,0,0,1,3,9,0,2,0,8,8,14,20000,1,0.294,35,32,0.25,2,0,0,1
3,0.2,0.155,-33.5,0,0,0,0,0,0,0,1,0,0,16,2700,0,0.2,5,4,0.0,0,0,0,0
8,0.544,0.269,50.3,0,0,0,1,4,0,1,0,6,4,21,3000,0,0.294,17,16,0.25,0,0,0,0
102,0.675,0.297,66.8,0,12,4,31,73,0,17,4,40,43,20,12000,5,0.296,223,193,0.223,26,8,2,7
6,0.5,0.157,-31.1,0,0,0,2,1,0,0,0,3,1,16,2700,0,0.25,6,4,0.25,0,0,0,2
28,0.603,0.274,49.4,0,0,1,6,9,0,1,1,8,8,15,3400,1,0.303,34,30,0.267,4,0,1,1
34,0.654,0.302,72.7,0,2,3,12,17,4,1,1,11,13,13,2500,1,0.3,51,48,0.271,7,1,0,1
34,0.654,0.302,72.7,0,2,3,12,17,4,1,1,11,13,13,3500,1,0.3,51,48,0.271,7,1,0,1
34,0.654,0.302,72.7,0,2,3,12,17,4,1,1,11,13,13,2400,1,0.3,51,48,0.271,7,1,0,1
57,0.668,0.291,63.0,0,1,3,17,29,2,7,1,20,21,18,5500,2,0.319,95,83,0.253,6,2,0,4
88,0.639,0.299,75.0,1,1,0,7,44,4,18,1,18,37,11,17000,7,0.337,172,146,0.253,12,0,1,6
9,0.0,0.0,-134.8,0,0,1,1,0,0,0,0,0,0,14,2500,0,0.0,1,1,0.0,0,0,0,0
2,0.0,0.0,-127.0,0,0,0,1,0,0,0,0,1,0,21,2700,0,0.0,3,3,0.0,0,0,0,0
14,0.57,0.255,43.0,0,0,1,4,12,0,1,1,9,9,21,5500,3,0.262,44,39,0.231,4,0,1,2
8,0.667,0.312,72.1,0,1,2,0,1,0,0,0,1,1,15,3000,0,0.333,3,3,0.333,0,0,0,0
26,0.584,0.27,40.7,0,0,0,5,14,3,2,0,9,12,16,2700,2,0.286,50,47,0.255,4,0,0,1
7,0.5,0.234,24.2,0,0,0,0,3,0,0,0,3,3,15,2700,0,0.25,12,12,0.25,1,0,0,0
5,0.0,0.0,-134.8,0,0,0,0,0,0,0,0,2,0,14,2800,0,0.0,3,3,0.0,0,0,0,0
4,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,0,0,20,2800,0,0.0,3,3,0.0,0,0,0,0
66,0.612,0.281,59.0,0,2,2,17,52,3,14,1,61,32,21,9000,8,0.277,174,155,0.206,20,4,0,4
37,0.528,0.244,36.2,0,0,0,4,13,1,0,1,16,10,20,2800,3,0.239,46,45,0.222,2,0,0,0
84,0.673,0.308,78.2,0,0,0,23,79,11,18,5,59,50,20,16000,5,0.304,240,214,0.234,30,8,3,0
5,0.0,0.0,-127.0,0,0,0,1,0,0,0,0,2,0,21,3600,0,0.0,3,3,0.0,0,0,0,0
10,0.167,0.122,-51.4,0,0,0,2,0,0,1,0,1,0,15,2700,0,0.167,6,5,0.0,0,0,0,0
64,0.686,0.308,68.9,0,0,0,17,38,0,13,0,44,23,15,3700,3,0.313,117,102,0.225,17,4,0,2
3,0.432,0.22,20.9,0,0,0,0,2,0,1,0,3,2,11,2400,0,0.25,12,11,0.182,0,0,0,0
7,0.0,0.0,-134.4,0,0,0,0,0,0,0,0,2,0,13,2500,0,0.0,3,3,0.0,0,0,0,0
25,0.583,0.257,37.8,0,0,0,4,8,1,0,0,7,6,18,4500,2,0.25,24,24,0.25,2,0,0,0
33,0.5,0.222,16.8,0,0,0,7,4,0,0,0,5,3,17,2700,1,0.214,14,14,0.214,1,0,0,0
2,0.0,0.0,-133.8,0,0,0,0,0,1,0,0,0,0,16,3800,0,0.0,3,3,0.0,0,0,0,0
65,0.694,0.297,63.2,0,3,0,16,44,3,9,0,28,31,18,7800,7,0.318,132,117,0.265,9,2,0,6
7,0.35,0.205,10.2,0,0,0,2,1,0,1,1,2,1,21,2700,0,0.25,12,10,0.1,0,0,0,0
51,0.629,0.297,67.8,0,2,0,14,32,1,8,2,33,20,21,4000,6,0.289,104,94,0.213,16,2,0,0
20,0.639,0.297,66.3,0,1,1,3,8,0,6,0,6,6,15,3000,2,0.353,36,28,0.214,3,0,0,2
11,0.556,0.211,5.1,0,0,0,3,4,0,0,0,3,1,16,2900,0,0.111,9,9,0.111,3,1,0,0
5,0.425,0.243,31.9,0,1,1,0,1,0,2,0,3,1,13,3300,0,0.3,10,8,0.125,0,0,0,0
7,0.393,0.207,4.6,0,0,0,0,1,1,1,0,5,1,17,3600,0,0.25,8,7,0.143,0,0,0,0
4,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,2,0,21,4500,0,0.0,3,3,0.0,0,0,0,0
85,0.655,0.282,58.8,0,2,2,42,95,5,7,3,67,62,17,3500,16,0.272,268,248,0.25,31,5,7,3
27,0.524,0.24,31.2,0,1,0,4,18,2,2,0,23,14,13,3500,4,0.242,68,64,0.219,7,0,0,2
5,0.762,0.323,83.0,0,0,1,1,2,0,1,0,0,2,17,3500,0,0.429,8,6,0.333,0,0,0,1
4,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,2,0,16,3300,0,0.0,3,3,0.0,0,0,0,0
4,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,2,0,16,2700,0,0.0,3,3,0.0,0,0,0,0
21,0.626,0.279,47.6,0,1,0,4,10,0,3,0,12,6,16,3300,4,0.281,33,29,0.207,1,0,0,1
21,0.626,0.279,47.6,0,1,0,4,10,0,3,0,12,6,16,2700,4,0.281,33,29,0.207,1,0,0,1
8,0.489,0.222,17.7,0,0,0,1,5,0,1,0,7,2,13,2400,0,0.177,17,16,0.125,1,1,0,0
3,0.0,0.0,-132.7,0,0,0,0,0,0,0,0,1,0,17,3100,0,0.0,3,3,0.0,0,0,0,0
106,0.667,0.308,75.5,0,8,4,35,77,4,22,2,41,53,20,9000,7,0.316,246,219,0.242,25,5,1,2
44,0.66,0.31,70.5,0,0,0,14,33,0,6,0,21,29,15,6200,4,0.33,106,100,0.29,12,0,0,0
43,0.671,0.312,79.8,0,0,0,13,52,7,7,1,29,36,21,55000,10,0.297,148,139,0.259,14,2,1,0
1,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,3000,0,0.0,3,3,0.0,0,0,0,0
4,0.0,0.0,-132.4,0,0,0,1,0,0,0,0,0,0,15,3300,0,0.0,3,2,0.0,1,0,1,0
38,0.502,0.236,32.7,0,0,0,7,14,0,3,2,7,13,11,9000,1,0.273,70,61,0.213,5,0,0,4
2,0.333,0.153,-30.0,0,0,0,0,1,0,0,0,3,1,18,7000,0,0.167,6,6,0.167,0,0,0,0
3,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,1,0,20,2700,0,0.0,3,3,0.0,0,0,0,0
5,0.571,0.239,30.4,0,0,1,0,2,0,0,0,1,2,13,2400,0,0.286,8,7,0.286,1,0,0,1
47,0.51,0.244,33.6,0,0,0,6,16,0,3,3,21,13,13,3400,3,0.264,74,65,0.2,6,0,1,2
8,0.564,0.285,53.4,0,0,0,2,3,0,2,0,5,3,15,2800,0,0.333,15,13,0.231,0,0,0,0
7,0.462,0.217,13.8,0,0,0,0,3,0,0,0,5,3,20,5000,0,0.231,13,13,0.231,0,0,0,0
7,0.143,0.106,-57.9,0,0,0,1,0,0,1,0,4,0,21,3000,0,0.143,7,6,0.0,0,0,0,0
1,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,0,0,15,2900,0,0.0,3,3,0.0,0,0,0,0
10,0.0,0.0,-122.7,0,1,0,1,0,0,0,0,2,0,12,3700,0,0.0,5,5,0.0,0,0,0,0
31,0.774,0.332,86.6,0,0,0,11,43,3,7,1,34,21,17,6200,4,0.296,98,90,0.233,16,6,0,0
34,0.56,0.262,46.4,0,0,0,2,11,0,5,0,16,9,20,5000,2,0.292,49,41,0.22,9,0,2,1
34,0.56,0.262,46.4,0,0,0,2,11,0,5,0,16,9,20,2700,2,0.292,49,41,0.22,9,0,2,1
6,0.167,0.122,-50.1,0,0,0,1,0,0,1,0,3,0,15,3600,0,0.167,6,5,0.0,0,0,0,0
2,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,1,0,16,2700,0,0.0,3,3,0.0,0,0,0,0
19,0.493,0.225,19.3,0,0,0,3,8,1,0,1,9,6,13,3200,1,0.226,32,30,0.2,5,0,0,1
82,0.67,0.305,68.2,0,12,7,21,51,3,14,2,30,43,15,4700,5,0.343,179,156,0.276,10,0,0,7
25,0.623,0.293,64.0,0,0,0,5,11,1,3,2,9,8,18,6800,3,0.317,41,36,0.222,3,0,0,0
13,0.25,0.185,-3.1,0,0,0,1,0,0,2,1,4,0,11,2400,0,0.25,12,9,0.0,0,0,0,0
10,0.472,0.231,29.7,0,0,0,2,4,0,1,1,6,2,11,6000,2,0.222,18,16,0.125,3,0,0,0
32,0.56,0.256,40.2,0,0,1,2,12,1,3,0,9,7,21,5500,5,0.244,42,38,0.184,8,0,0,1
32,0.56,0.256,40.2,0,0,1,2,12,1,3,0,9,7,21,7000,5,0.244,42,38,0.184,8,0,0,1
112,0.554,0.261,44.4,0,0,2,21,76,10,19,7,57,59,13,5500,5,0.28,315,277,0.213,28,4,1,11
6,0.533,0.251,33.1,0,0,0,0,4,0,0,0,5,4,14,3500,0,0.267,15,15,0.267,2,0,0,0
18,0.564,0.246,30.9,0,1,0,6,8,0,2,0,5,4,18,6200,1,0.231,26,24,0.167,1,1,0,0
