G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
69,0.622,0.286,60.5,0,0,0,22,66,3,17,2,28,52,20,8800,7,0.307,237,210,0.248,21,2,2,6
91,0.61,0.278,51.7,0,2,1,12,43,2,8,4,26,34,15,8500,6,0.303,157,140,0.243,13,1,0,5
14,0.4,0.187,-12.1,0,0,0,3,1,0,0,0,3,1,15,3000,0,0.2,5,5,0.2,0,0,0,0
28,0.648,0.288,67.4,0,0,1,8,20,0,6,1,23,12,11,7600,4,0.297,68,57,0.211,10,1,0,4
8,0.833,0.38,120.4,0,1,0,5,3,0,0,0,1,2,21,8000,1,0.333,6,6,0.333,0,0,0,0
29,0.708,0.311,75.6,0,0,0,7,13,2,2,0,8,9,15,2700,1,0.314,36,33,0.273,3,1,0,1
59,0.719,0.324,84.0,0,0,0,11,28,2,3,3,26,16,20,3000,0,0.301,73,67,0.239,14,4,0,0
5,0.929,0.445,165.6,0,1,1,2,3,0,1,0,0,3,20,2900,0,0.5,8,7,0.429,2,0,0,0
111,0.675,0.307,80.8,1,3,2,24,55,3,7,0,27,42,11,6500,7,0.306,162,149,0.282,29,2,4,2
9,0.667,0.392,119.9,0,0,0,3,1,0,4,0,2,1,14,6000,0,0.5,10,6,0.167,0,0,0,0
9,0.667,0.392,119.9,0,0,0,3,1,0,4,0,2,1,14,4500,0,0.5,10,6,0.167,0,0,0,0
11,0.647,0.291,64.9,0,1,0,3,7,1,0,0,4,4,13,5500,0,0.235,17,17,0.235,4,1,0,0
55,0.704,0.308,67.5,0,3,1,23,39,0,2,1,34,25,14,2400,8,0.289,98,94,0.266,7,2,0,1
25,0.648,0.333,92.6,0,1,0,9,12,0,10,2,14,9,21,4500,3,0.375,56,44,0.205,4,0,0,0
30,0.701,0.301,67.4,0,0,0,4,15,2,4,2,10,9,17,7800,3,0.326,49,40,0.225,4,1,0,3
113,0.609,0.285,72.0,0,4,4,25,78,5,29,0,48,58,12,2600,16,0.303,295,255,0.227,21,0,3,8
108,0.66,0.307,70.4,0,1,0,31,84,8,15,12,67,60,15,7000,9,0.318,274,245,0.245,30,5,2,0
23,0.76,0.338,97.2,0,0,0,7,11,1,5,1,11,6,18,3000,2,0.353,34,27,0.222,4,1,1,0
80,0.721,0.315,74.9,0,3,0,24,86,1,6,1,48,56,16,7000,11,0.297,215,203,0.276,37,6,2,3
113,0.657,0.302,64.0,0,22,7,58,108,4,19,6,55,83,14,9000,15,0.316,347,317,0.262,25,2,0,5
9,0.757,0.355,103.6,0,0,0,1,5,0,1,0,2,5,18,2700,0,0.4,15,14,0.357,0,0,0,0
22,0.607,0.31,89.9,0,1,0,3,3,0,1,1,3,3,12,2800,0,0.357,14,12,0.25,0,0,0,0
39,0.63,0.295,69.6,0,0,0,4,8,0,3,0,7,6,20,3200,2,0.31,29,25,0.24,1,0,1,0
21,0.615,0.293,67.1,0,0,0,4,11,0,4,2,14,5,13,3500,2,0.282,39,33,0.152,3,1,0,0
28,0.697,0.31,75.3,0,1,1,10,10,2,1,0,7,6,20,3100,1,0.28,25,24,0.25,2,1,0,0
31,0.586,0.278,61.0,0,1,0,6,14,0,4,1,13,10,11,2600,1,0.289,53,47,0.213,3,1,0,1
5,0.8,0.374,118.7,0,0,0,0,2,0,0,0,1,2,15,4500,0,0.4,5,5,0.4,0,0,0,0
110,0.686,0.286,57.8,1,2,1,38,119,10,10,2,42,82,17,12000,17,0.295,337,304,0.27,42,6,3,18
3,2.0,0.944,482.7,0,0,0,1,1,0,0,0,0,1,16,2700,0,1.0,1,1,1.0,0,0,0,0
2,2.0,0.944,475.4,0,0,0,1,1,0,0,0,0,1,16,3000,0,1.0,1,1,1.0,0,0,0,0
4,1.5,0.632,275.9,0,0,0,1,2,0,0,0,1,1,14,2400,1,0.5,2,2,0.5,0,0,0,0
5,1.5,0.636,286.4,0,0,0,0,2,0,0,0,0,1,15,3200,1,0.5,2,2,0.5,1,0,0,0
1,2.0,0.957,515.8,0,0,0,0,1,0,0,0,0,1,13,4600,0,1.0,1,1,1.0,0,0,0,0
3,2.0,0.927,488.0,0,0,0,0,1,0,0,0,0,1,17,6200,0,1.0,1,1,1.0,1,0,0,0
2,2.0,0.927,486.1,0,0,0,1,1,0,0,0,0,1,17,2700,0,1.0,1,1,1.0,0,0,0,0
8,0.8,0.382,131.4,0,0,0,0,2,0,0,0,3,2,11,7000,0,0.4,5,5,0.4,0,0,0,0
106,0.679,0.293,58.8,0,0,0,33,108,5,16,6,89,64,15,40000,11,0.288,310,276,0.232,44,11,1,11
35,0.746,0.326,88.2,0,0,3,17,38,0,10,1,24,24,17,8000,7,0.333,107,92,0.261,14,2,2,2
4,0.667,0.312,77.3,0,0,0,1,2,0,0,0,3,2,15,3000,0,0.333,6,6,0.333,0,0,0,0
22,0.727,0.315,74.1,0,0,0,3,20,3,0,0,18,12,15,3000,2,0.273,44,44,0.273,7,2,0,0
1,2.0,0.927,486.1,0,0,0,1,1,0,0,0,0,1,17,4500,0,1.0,1,1,1.0,2,0,0,0
18,0.677,0.312,80.4,0,0,0,6,17,1,5,1,11,10,20,5000,1,0.308,52,46,0.217,5,2,0,0
8,0.778,0.346,96.2,0,0,0,1,4,0,0,0,4,3,17,5500,1,0.333,9,9,0.333,1,0,0,0
114,0.624,0.296,58.1,0,12,4,49,82,7,25,6,48,65,16,28000,9,0.319,305,269,0.242,20,2,1,4
5,0.8,0.382,140.9,0,0,0,0,2,0,0,0,1,2,12,2400,0,0.4,5,5,0.4,1,0,0,0
47,0.721,0.317,70.3,0,2,0,12,37,0,9,4,19,23,14,2600,2,0.327,113,94,0.245,14,4,3,3
15,0.667,0.318,88.3,0,0,0,2,3,1,0,0,0,3,11,3000,0,0.333,9,9,0.333,0,0,0,0
1,2.0,0.942,493.1,0,0,0,1,1,0,0,0,0,1,20,2700,0,1.0,1,1,1.0,0,0,0,0
37,0.691,0.299,66.5,0,1,0,6,20,1,1,1,14,11,17,3800,3,0.265,49,47,0.234,4,2,0,0
19,0.683,0.316,79.9,0,0,0,5,20,1,3,1,13,12,21,4000,2,0.291,55,51,0.235,4,2,0,0
14,0.788,0.303,66.7,0,1,0,4,11,0,1,0,4,4,17,3000,2,0.238,22,20,0.2,4,1,0,1
63,0.684,0.306,69.0,1,1,1,22,44,1,12,3,30,28,15,9000,10,0.314,138,119,0.235,22,2,3,1
35,0.695,0.322,72.1,0,0,0,3,9,0,0,1,12,7,16,3000,2,0.32,25,24,0.292,2,0,0,0
3,0.65,0.335,93.9,0,1,0,1,2,0,2,0,4,2,20,2700,0,0.4,10,8,0.25,0,0,0,0
3,0.65,0.335,93.9,0,1,0,1,2,0,2,0,4,2,20,4300,0,0.4,10,8,0.25,0,0,0,0
3,0.65,0.335,93.9,0,1,0,1,2,0,2,0,4,2,20,3000,0,0.4,10,8,0.25,0,0,0,0
3,0.65,0.335,93.9,0,1,0,1,2,0,2,0,4,2,20,6500,0,0.4,10,8,0.25,0,0,0,0
16,0.451,0.218,17.9,0,0,0,3,4,0,2,0,5,4,20,2700,0,0.261,24,21,0.19,1,0,0,1
16,0.451,0.218,17.9,0,0,0,3,4,0,2,0,5,4,20,4300,0,0.261,24,21,0.19,1,0,0,1
16,0.451,0.218,17.9,0,0,0,3,4,0,2,0,5,4,20,3000,0,0.261,24,21,0.19,1,0,0,1
16,0.451,0.218,17.9,0,0,0,3,4,0,2,0,5,4,20,6500,0,0.261,24,21,0.19,1,0,0,1
87,0.639,0.281,51.9,0,2,2,26,58,1,22,2,45,36,16,3000,6,0.302,210,172,0.209,23,5,3,11
4,1.0,0.45,188.8,0,0,0,2,2,0,0,0,1,1,12,3000,1,0.333,3,3,0.333,2,0,0,0
3,1.0,0.472,176.9,0,0,0,1,1,0,0,0,1,1,16,2700,0,0.5,2,2,0.5,0,0,0,0
26,0.617,0.276,54.1,0,0,0,2,11,1,2,0,11,6,20,2700,2,0.25,32,30,0.2,3,1,0,0
23,0.706,0.313,84.4,0,0,0,6,20,1,2,0,7,12,11,4200,2,0.28,51,47,0.255,9,2,1,1
74,0.668,0.304,64.3,1,0,0,9,34,1,14,1,24,23,14,6800,10,0.325,118,99,0.232,13,0,3,1
81,0.595,0.285,60.6,0,1,0,18,30,3,14,1,22,23,20,12500,1,0.312,123,106,0.217,12,2,1,1
2,0.833,0.426,158.2,0,0,0,1,1,0,0,1,2,1,20,4000,0,0.5,4,3,0.333,1,0,0,0
1,0.833,0.423,141.6,0,0,0,0,1,0,1,0,1,1,16,2700,0,0.5,4,3,0.333,0,0,0,0
54,0.602,0.298,81.4,0,1,1,15,38,2,21,2,35,28,12,11000,7,0.321,159,135,0.207,9,1,1,0
12,0.0,0.0,-133.8,0,0,0,4,0,0,0,0,1,0,16,2700,0,0.0,3,3,0.0,0,0,0,0
44,0.62,0.283,63.9,0,0,0,9,19,2,6,0,7,13,20,3400,3,0.292,66,58,0.224,6,1,1,1
63,0.689,0.289,52.7,0,1,1,20,46,0,5,4,25,26,14,5000,7,0.282,130,113,0.23,13,4,2,6
21,0.762,0.334,86.9,0,0,0,5,6,1,1,0,5,4,18,2900,1,0.333,15,14,0.286,1,0,0,0
7,0.833,0.371,115.7,0,0,1,3,9,2,0,0,2,6,20,40000,0,0.333,18,18,0.333,2,1,0,0
14,0.703,0.337,87.9,0,0,1,4,14,0,5,1,9,11,16,5100,0,0.362,47,41,0.268,9,1,0,0
4,1.0,0.478,193.4,0,0,0,0,1,0,0,0,0,1,13,2600,0,0.5,2,2,0.5,0,0,0,0
47,0.705,0.313,76.5,0,1,0,7,29,3,5,0,19,19,15,3300,4,0.308,79,73,0.26,12,2,0,1
17,0.628,0.303,73.4,0,1,0,2,13,0,4,0,17,10,13,7500,0,0.311,45,41,0.244,5,1,0,0
27,0.775,0.334,87.4,0,0,0,5,33,3,6,1,25,18,18,5600,3,0.317,79,72,0.25,11,4,0,0
77,0.685,0.304,74.6,0,6,3,37,59,0,14,1,24,36,15,5200,8,0.302,172,154,0.234,18,4,0,3
9,0.697,0.34,103.4,0,0,0,1,3,0,2,0,5,2,11,6000,1,0.364,11,9,0.222,2,0,0,0
2,1.0,0.472,177.0,0,0,0,1,1,0,0,0,0,1,16,3000,0,0.5,2,2,0.5,0,0,0,0
11,0.628,0.313,79.5,0,0,1,0,5,1,2,0,2,5,21,2900,0,0.35,20,18,0.278,0,0,0,0
23,0.718,0.344,91.6,0,0,0,1,8,0,2,0,11,8,15,4000,0,0.385,26,24,0.333,4,0,0,0
16,0.713,0.331,92.7,0,0,1,3,6,0,1,0,6,4,13,2400,2,0.313,16,15,0.267,4,0,0,0
3,1.0,0.46,174.6,0,0,0,0,1,0,0,0,0,1,18,2700,0,0.5,2,2,0.5,0,0,0,0
74,0.766,0.326,85.2,0,0,1,17,70,5,6,1,39,39,15,6500,4,0.293,159,148,0.264,28,9,2,2
7,0.733,0.354,104.7,0,0,0,0,3,0,1,0,4,3,15,3200,0,0.4,10,9,0.333,2,0,0,0
24,0.622,0.282,55.0,0,2,0,13,24,2,2,0,10,19,15,4000,4,0.284,74,71,0.268,8,0,1,0
1,1.0,0.46,170.0,0,0,0,1,1,0,0,0,0,1,18,2700,0,0.5,2,2,0.5,0,0,0,0
55,0.693,0.31,72.9,0,2,1,20,47,2,11,0,25,36,17,5000,8,0.331,145,130,0.277,8,1,1,3
30,0.598,0.309,74.2,0,2,1,12,10,1,10,0,10,10,15,3000,0,0.37,54,44,0.227,2,0,0,0
6,0.628,0.312,70.7,0,1,0,3,5,0,1,1,5,5,16,6500,0,0.35,20,18,0.278,0,0,0,0
20,0.553,0.267,53.2,0,1,0,4,10,0,4,0,9,7,11,2600,2,0.275,40,36,0.194,3,0,0,0
53,0.64,0.286,62.5,0,1,0,6,15,0,3,0,13,13,20,2700,2,0.314,53,46,0.283,7,0,2,2
5,0.6,0.372,103.4,1,0,0,0,0,1,3,0,0,0,14,14000,0,0.6,5,2,0.0,0,0,0,0
6,0.646,0.308,88.9,0,0,1,1,5,0,1,0,4,4,12,2600,1,0.313,16,15,0.267,0,0,0,0
88,0.634,0.29,61.2,0,10,4,31,62,3,15,5,50,40,17,60000,6,0.296,203,183,0.219,18,5,0,0
15,0.681,0.314,78.6,0,0,1,1,9,0,3,0,6,6,15,2800,0,0.321,28,25,0.24,4,1,0,0
33,0.624,0.289,67.6,0,0,0,8,5,0,1,0,7,3,21,2700,2,0.267,15,14,0.214,1,0,0,0
35,0.558,0.269,52.3,0,7,0,10,21,2,11,0,16,15,20,3000,5,0.289,90,78,0.192,7,0,1,0
110,0.645,0.294,64.3,0,12,6,24,60,2,16,6,23,45,18,4700,12,0.321,212,185,0.243,24,0,2,3
110,0.645,0.294,64.3,0,12,6,24,60,2,16,6,23,45,18,2700,12,0.321,212,185,0.243,24,0,2,3
68,0.664,0.316,68.7,0,1,1,13,14,0,6,0,9,12,16,4100,1,0.353,52,45,0.267,4,0,0,1
16,0.537,0.287,62.8,0,2,1,6,4,0,4,1,6,4,20,5300,0,0.346,26,21,0.19,1,0,0,0
15,0.67,0.303,68.7,0,1,0,4,11,1,2,1,8,7,17,4500,1,0.303,33,30,0.233,2,1,0,0
4,0.667,0.307,74.9,0,0,0,1,1,0,0,0,1,1,18,2700,0,0.333,3,3,0.333,0,0,0,0
1,0.5,0.359,124.7,0,0,0,0,0,0,1,0,0,0,12,2500,0,0.5,2,1,0.0,0,0,0,0
80,0.622,0.274,50.0,0,2,0,16,43,4,7,0,31,30,15,4000,10,0.278,137,125,0.24,14,1,1,4
6,0.67,0.301,50.2,0,0,0,2,5,0,0,1,6,3,14,4500,1,0.286,14,13,0.231,2,0,0,0
2,0.5,0.239,40.2,0,1,0,0,1,0,0,0,1,1,12,3200,0,0.25,4,4,0.25,1,0,0,0
13,0.786,0.329,70.8,0,0,0,2,3,0,1,0,4,1,14,2700,1,0.286,7,6,0.167,1,0,0,0
23,0.633,0.321,73.6,0,0,1,6,7,1,7,0,10,5,16,3300,2,0.364,33,26,0.192,3,0,0,0
19,0.744,0.307,68.0,0,0,0,5,10,1,3,0,6,9,16,2900,1,0.387,36,28,0.321,4,0,0,5
117,0.565,0.264,43.8,0,13,6,32,23,1,8,4,25,19,15,3100,3,0.307,106,89,0.213,9,0,0,5
32,0.595,0.295,67.5,0,3,0,11,22,5,14,1,19,17,13,15000,5,0.327,99,82,0.207,5,0,1,1
6,0.5,0.365,120.2,0,0,0,0,0,0,1,0,0,0,11,2400,0,0.5,2,1,0.0,0,0,0,0
3,1.0,0.318,88.2,0,0,0,0,1,0,0,0,1,1,11,2400,0,0.5,3,2,0.5,1,0,0,1
3,1.0,0.318,88.2,0,0,0,0,1,0,0,0,1,1,11,2600,0,0.5,3,2,0.5,1,0,0,1
90,0.691,0.318,83.2,0,1,3,24,100,3,13,1,54,76,20,17000,12,0.318,283,268,0.284,26,3,1,0
21,0.639,0.33,85.0,0,2,2,3,4,0,5,1,8,4,14,2500,0,0.417,25,18,0.222,1,0,0,1
8,0.58,0.288,67.5,0,0,0,2,3,2,2,0,4,2,11,2400,1,0.308,13,11,0.182,0,0,0,0
11,0.533,0.285,54.2,0,0,0,0,2,0,0,2,1,2,14,2400,0,0.333,12,10,0.2,3,0,0,0
3,0.5,0.383,127.9,0,0,0,1,0,0,0,1,0,0,13,2400,0,0.5,2,1,0.0,1,0,0,0
17,0.573,0.295,68.6,0,0,0,5,5,0,3,1,2,5,20,2700,0,0.346,26,22,0.227,3,0,0,0
2,0.65,0.335,94.7,0,0,0,0,1,0,1,0,1,1,20,5000,0,0.4,5,4,0.25,0,0,0,0
69,0.54,0.259,43.9,0,1,0,5,28,6,7,1,28,19,13,2400,6,0.255,106,98,0.194,6,1,0,0
48,0.685,0.3,63.5,0,0,0,10,19,0,3,0,16,16,16,2700,2,0.333,61,54,0.296,2,0,0,4
24,0.742,0.362,109.8,0,0,0,3,11,0,8,1,15,9,17,2800,2,0.419,43,34,0.265,3,0,0,0
2,0.0,0.0,-132.7,0,0,0,0,0,1,0,0,0,0,17,2800,0,0.0,4,4,0.0,0,0,0,0
63,0.597,0.28,55.5,0,4,1,24,41,1,8,8,28,33,18,2700,5,0.308,160,142,0.232,9,1,1,1
14,0.667,0.309,73.2,0,0,0,1,1,0,0,0,1,1,17,4000,0,0.333,3,3,0.333,1,0,0,0
5,0.619,0.268,46.3,0,0,0,1,2,0,0,0,3,2,14,3000,0,0.286,7,6,0.333,1,0,1,0
6,0.722,0.326,85.9,0,0,0,1,8,0,0,0,6,5,21,2900,3,0.278,18,18,0.278,2,0,0,0
46,0.632,0.316,83.7,0,6,3,14,33,3,17,8,36,24,21,4500,5,0.345,142,115,0.209,17,1,2,0
2,0.5,0.373,108.5,0,0,0,0,0,0,1,0,0,0,16,11000,0,0.5,2,1,0.0,0,0,0,0
2,0.5,0.373,108.5,0,0,0,0,0,0,1,0,0,0,16,3800,0,0.5,2,1,0.0,0,0,0,0
29,0.697,0.315,78.2,0,0,1,4,16,2,6,1,13,10,17,3500,3,0.333,52,44,0.227,4,1,0,1
49,0.672,0.294,66.4,0,0,1,4,20,0,6,1,18,16,15,4700,1,0.338,73,60,0.267,3,1,1,5
4,0.667,0.313,76.6,0,0,0,0,1,0,0,0,1,1,14,2900,0,0.333,3,3,0.333,1,0,0,0
8,0.393,0.214,6.9,0,0,0,0,1,1,0,1,4,1,14,2400,0,0.25,8,7,0.143,1,0,0,0
8,0.393,0.214,6.9,0,0,0,0,1,1,0,1,4,1,14,4000,0,0.25,8,7,0.143,1,0,0,0
60,0.49,0.234,24.5,0,8,1,12,6,0,0,2,10,5,14,2400,1,0.25,28,25,0.2,6,0,1,0
60,0.49,0.234,24.5,0,8,1,12,6,0,0,2,10,5,14,4000,1,0.25,28,25,0.2,6,0,1,0
113,0.539,0.253,39.2,0,4,0,27,70,6,14,1,38,64,13,6000,5,0.278,294,268,0.239,18,0,1,10
3,0.667,0.309,73.4,0,0,0,0,1,0,0,0,2,1,17,2700,0,0.333,3,3,0.333,0,0,0,0
81,0.524,0.241,41.7,0,1,1,9,34,0,6,1,32,29,12,3300,4,0.263,144,130,0.223,7,0,0,7
12,0.473,0.241,32.6,0,0,0,5,2,0,1,0,2,2,21,2700,0,0.273,11,10,0.2,0,0,0,0
43,0.603,0.287,63.9,0,9,1,16,39,1,14,1,40,27,21,21000,6,0.296,144,127,0.213,10,2,0,2
59,0.643,0.306,73.9,0,3,1,17,30,2,8,3,14,22,21,2900,4,0.317,105,92,0.239,6,1,1,1
61,0.737,0.335,83.6,0,1,0,14,46,3,15,2,20,35,16,2700,6,0.366,147,124,0.282,14,1,1,5
24,0.678,0.313,80.4,0,2,2,5,10,0,1,0,5,9,13,2600,1,0.333,31,29,0.31,0,0,0,1
126,0.69,0.311,71.7,0,3,0,27,102,10,30,3,84,84,15,15000,14,0.35,350,300,0.28,30,1,1,16
12,0.543,0.282,63.0,0,0,0,3,3,3,2,1,5,2,11,4800,1,0.313,16,13,0.154,0,0,0,0
3,1.0,0.468,177.7,0,0,0,2,1,0,0,0,0,1,15,2700,0,0.5,2,2,0.5,1,0,0,0
63,0.618,0.278,61.2,0,0,1,9,38,5,1,2,19,30,11,4400,5,0.282,122,113,0.265,8,1,1,5
19,0.625,0.302,71.6,0,0,0,1,7,0,4,0,5,6,21,2800,1,0.345,30,25,0.24,2,0,0,1
108,0.701,0.324,76.1,0,5,2,52,136,6,39,9,67,104,16,2800,16,0.347,446,384,0.271,53,4,6,8
84,0.488,0.238,29.2,0,9,1,20,10,0,2,2,14,8,20,4300,1,0.255,47,43,0.186,2,0,0,0
34,0.621,0.29,56.7,0,1,1,7,19,3,4,1,12,18,15,5100,1,0.324,72,64,0.281,6,0,2,1
40,0.576,0.264,46.0,0,0,0,5,27,1,2,1,17,18,21,8000,5,0.247,86,82,0.22,6,1,0,1
40,0.576,0.264,46.0,0,0,0,5,27,1,2,1,17,18,21,2900,5,0.247,86,82,0.22,6,1,0,1
42,0.666,0.291,62.7,0,1,1,17,54,4,5,1,26,38,17,31000,7,0.291,154,144,0.264,13,3,1,3
42,0.666,0.291,62.7,0,1,1,17,54,4,5,1,26,38,17,12000,7,0.291,154,144,0.264,13,3,1,3
90,0.707,0.297,63.8,0,8,3,28,106,3,21,1,75,70,15,12000,17,0.313,315,269,0.26,34,6,3,21
90,0.707,0.297,63.8,0,8,3,28,106,3,21,1,75,70,15,3800,17,0.313,315,269,0.26,34,6,3,21
2,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,1,0,20,24000,0,0.0,3,3,0.0,0,0,0,0
2,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,1,0,20,8000,0,0.0,3,3,0.0,0,0,0,0
2,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,1,0,20,2900,0,0.0,3,3,0.0,0,0,0,0
64,0.736,0.323,77.4,0,0,3,16,62,3,17,2,19,37,14,6100,4,0.326,176,151,0.245,26,7,2,4
12,0.875,0.385,125.2,0,0,0,2,4,1,0,0,2,3,18,2700,1,0.375,8,8,0.375,3,0,0,0
6,1.0,0.468,190.7,0,0,1,1,1,0,0,0,1,1,15,2900,0,0.5,2,2,0.5,0,0,0,0
5,0.571,0.273,53.5,0,0,0,1,2,0,0,0,2,2,13,2400,0,0.286,7,7,0.286,0,0,0,0
55,0.478,0.237,28.0,0,11,1,22,13,4,4,1,4,11,13,6000,1,0.254,63,58,0.19,6,0,0,0
11,0.517,0.258,53.9,0,0,0,2,3,0,0,1,6,3,12,2400,0,0.286,14,13,0.231,0,0,0,0
14,0.638,0.293,59.3,0,0,0,5,7,0,1,1,6,5,17,2700,1,0.304,23,21,0.238,2,0,0,0
104,0.58,0.261,41.2,0,2,1,23,38,2,9,2,27,31,15,5500,7,0.292,151,132,0.235,13,0,1,7
40,0.587,0.282,48.7,0,6,1,16,14,0,7,2,16,11,14,7000,3,0.323,64,53,0.208,6,0,0,2
44,0.579,0.266,59.1,0,1,2,9,31,2,8,0,18,21,12,15000,3,0.269,112,100,0.21,7,2,0,4
13,0.619,0.292,61.7,0,0,0,3,4,0,2,0,0,2,21,8000,1,0.286,14,12,0.167,1,0,0,0
11,0.533,0.278,53.1,0,0,0,3,2,0,2,0,1,2,15,3000,0,0.333,12,10,0.2,0,0,0,0
99,0.73,0.322,72.9,0,0,0,30,117,11,18,2,47,75,14,38000,12,0.314,307,281,0.267,43,10,2,4
99,0.73,0.322,72.9,0,0,0,30,117,11,18,2,47,75,14,7700,12,0.314,307,281,0.267,43,10,2,4
89,0.476,0.223,24.0,0,19,4,22,14,0,5,0,16,10,11,5300,1,0.234,66,58,0.172,5,1,1,2
19,0.452,0.242,26.5,0,0,0,2,1,0,0,1,2,1,15,3000,0,0.286,7,6,0.167,0,0,0,0
38,0.528,0.253,43.6,0,0,0,4,11,2,4,0,4,11,11,4000,0,0.294,53,47,0.234,1,0,0,2
19,0.472,0.242,43.9,0,0,0,1,8,1,6,0,13,7,12,3500,1,0.277,47,41,0.171,2,0,0,0
8,0.5,0.239,40.2,0,0,0,1,1,0,0,0,1,1,12,2500,0,0.25,4,4,0.25,0,0,0,0
15,0.579,0.266,49.1,0,0,0,0,4,2,0,1,4,4,20,3500,0,0.313,17,15,0.267,1,0,0,1
72,0.692,0.307,70.6,1,15,5,31,88,3,16,1,75,58,15,4500,8,0.306,248,228,0.254,27,7,0,3
68,0.576,0.284,64.0,0,3,2,20,49,11,25,3,23,36,21,28000,7,0.305,211,181,0.199,16,2,1,1
46,0.643,0.307,80.7,1,2,0,13,31,2,15,1,24,23,11,2500,5,0.333,118,100,0.23,11,1,1,1
8,0.665,0.298,69.4,0,0,0,1,4,0,1,0,3,4,15,3000,0,0.357,15,13,0.308,2,0,0,1
37,0.585,0.271,56.9,0,0,0,5,16,2,5,3,19,7,11,2400,3,0.259,59,49,0.143,6,2,1,1
15,0.452,0.241,34.9,0,2,0,6,3,1,3,0,4,3,11,2600,0,0.286,21,18,0.167,2,0,0,0
7,0.522,0.267,53.1,0,0,0,0,2,0,0,1,1,2,11,2700,0,0.3,10,9,0.222,1,0,0,0
5,0.6,0.253,28.5,0,0,0,0,2,0,0,0,3,1,14,2500,1,0.2,5,5,0.2,0,0,0,0
6,0.533,0.279,67.9,0,0,0,0,1,1,1,0,1,1,12,10500,0,0.333,6,5,0.2,0,0,0,0
63,0.57,0.28,47.6,0,3,2,18,18,1,7,3,15,15,16,6000,3,0.313,81,70,0.214,4,0,0,1
47,0.583,0.295,67.0,0,0,1,7,7,0,3,3,12,5,21,2700,2,0.324,34,27,0.185,4,0,1,0
28,0.652,0.305,71.2,0,1,1,5,7,1,1,1,6,6,18,2700,1,0.333,24,22,0.273,2,0,0,0
72,0.526,0.241,43.2,0,7,5,17,49,6,13,1,55,30,12,2600,10,0.238,192,170,0.176,13,3,1,7
47,0.675,0.303,74.7,0,3,2,13,46,3,11,2,52,22,21,2700,7,0.271,130,114,0.193,15,5,2,1
27,0.442,0.243,34.3,0,1,1,5,3,0,4,0,3,3,21,5000,0,0.292,24,20,0.15,2,0,0,0
15,0.486,0.25,37.4,0,1,0,6,5,0,3,0,9,5,13,2400,0,0.286,28,25,0.2,1,0,0,0
10,0.6,0.287,62.9,0,0,0,0,3,1,0,0,0,3,13,4000,0,0.3,10,10,0.3,2,0,0,0
25,0.561,0.276,58.2,0,0,0,5,4,0,0,2,3,3,20,3600,1,0.294,17,15,0.2,0,0,0,0
16,0.375,0.275,49.8,0,0,0,0,0,0,3,0,3,0,15,3000,0,0.375,8,5,0.0,0,0,0,0
93,0.619,0.305,62.5,0,16,7,20,16,0,10,0,12,16,16,6000,0,0.361,74,62,0.258,6,0,0,2
6,0.6,0.282,44.5,0,0,0,2,3,0,0,0,3,3,14,3800,0,0.3,10,10,0.3,0,0,0,0
4,0.5,0.235,28.7,0,0,0,0,1,0,0,0,2,1,20,3200,0,0.25,4,4,0.25,0,0,0,0
26,0.6,0.302,84.4,0,1,1,4,8,0,5,1,9,6,12,7000,2,0.333,36,30,0.2,2,0,0,0
15,0.522,0.264,51.0,0,0,0,1,4,0,2,0,5,4,11,2400,0,0.3,20,18,0.222,3,0,0,0
38,0.664,0.32,79.1,0,0,1,8,7,0,3,1,10,5,15,6000,2,0.346,26,22,0.227,2,0,0,0
35,0.562,0.278,68.0,0,0,0,8,13,1,2,3,11,11,12,3700,2,0.296,54,49,0.224,6,0,0,0
66,0.686,0.312,80.2,0,0,0,19,82,5,16,1,46,49,21,3000,6,0.29,229,207,0.237,32,9,4,1
3,0.5,0.235,23.1,0,0,0,1,1,0,0,0,1,1,14,2700,0,0.25,4,4,0.25,1,0,0,0
97,0.581,0.279,57.1,0,2,6,27,47,6,16,1,28,35,13,5000,8,0.291,181,162,0.216,16,1,0,2
20,0.733,0.343,104.8,0,0,0,2,2,0,1,0,2,1,21,2700,1,0.333,6,5,0.2,2,0,0,0
12,0.597,0.276,48.0,0,0,0,2,11,1,2,1,11,9,15,10000,2,0.3,41,37,0.243,1,0,0,1
60,0.694,0.298,57.7,0,4,3,17,19,2,8,0,13,9,14,2400,3,0.298,59,48,0.188,7,2,1,2
6,0.583,0.269,53.3,0,0,0,0,4,1,0,0,4,3,21,3000,1,0.25,12,12,0.25,1,0,0,0
6,0.452,0.245,28.3,0,0,0,1,1,0,0,1,2,1,16,2700,0,0.286,7,6,0.167,0,0,0,0
22,0.677,0.302,68.2,0,2,1,6,15,4,2,1,7,10,18,3000,2,0.302,43,40,0.25,2,1,0,0
14,0.558,0.27,47.5,0,0,0,1,3,0,1,0,3,3,17,4200,0,0.308,13,12,0.25,1,0,0,0
